log_id,station_id,user_id,start_time,end_time,energy_kwh,fee,payment_method
L003499,ST016,U00663,2026-05-08 23:44:00,2026-05-09 04:32:00,22.44,5722,APP
L005118,ST021,U00153,2026-01-23 22:50:00,2026-01-24 02:32:00,21.88,6389,card
L010361,ST031,U02656,2026-01-12 09:59:00,2026-01-12 10:52:00,104.61,39752,CARD
L009973,ST035,U01514,2026-04-29 20:10:00,2026-04-29 22:42:00,16.54,4218,APP
L001193,ST005,U01396,2026-05-01 15:14:00,2026-05-01 16:03:00,91.93,29418, APP 
L006650,ST031,U02323,2026/02/27 12:16:00,2026-02-27 13:11:00,123.07,46767,MEMBERSHIP
L011658,ST022,U00296,2026-04-12 02:58:00,2026-04-12 03:18:00,41.09,14258,APP
L007183,ST032,U01308,2026-01-19 05:40:00,2026-01-19 06:01:00,27.23,10347,CARD
L005513,ST027,U00242,2026-02-28 02:43:00,2026-02-28 06:30:00,18.27,5335,MEMBERSHIP
L003577,ST022,U00945,20260106141500,2026-01-06 14:50:00,71.03,-24647,CARD
L010015,ST029,U02586,2026-02-12 13:12:00,2026-02-12 18:13:00,31.77,9277,MEMBERSHIP
L009459,ST023,U02693,2026-05-17 12:42:00,2026-05-17 13:21:00,20.09,6429,MEMBERSHIP
L011461,ST032,U01177,2026-05-05 12:21:00,2026-05-05 13:00:00,45.72,17374,APP
L005902,ST035,U01978,2026-01-09 20:05:00,2026-01-10 02:43:00,59.22,15101,CARD
L005066,ST009,U02454,20260425141600,2026-04-25 14:59:00,21.68,7523,MEMBERSHIP
L002927,ST011,U02365,2026-01-08 16:37:00,2026-01-08 17:00:00,43.2,,Card
L003969,ST022,U00725,2026-04-23 04:19:00,2026-04-23 04:52:00,58.53,20310,APP
L007488,ST018,U02764,2026-07-23 00:41:00,2026-07-23 02:41:00,8.66,2529,CARD
L002983,ST033,U01189,2026-04-08 00:06:00,2026-04-08 00:31:00,37.66,12051,CARD
L000263,ST002,U02232,2026-06-12 01:39:00,2026-06-12 04:38:00,22.64,6611,APP
L011747,ST018,U00018,2026-02-11 03:14:00,2026-02-11 08:49:00,31.14,9093,CARD
L010268,ST014,U01373,2026-07-02 04:19:00,2026-07-02 05:09:00,26.22,9964,MEMBERSHIP
L010306,ST031,U02406,2026-04-05 16:28:00,2026-04-05 16:49:00,33.44,12707,CARD
L011297,ST040,U00591,2026-07-06 10:23:00,2026-07-06 13:37:00,27.07,,CARD
L001283,ST007,U00241,20260212181700,2026-02-12 19:00:00,80.22,25670,APP
L002545,ST011,U01758,20260715142400,2026-07-15 15:20:00,115.05,36816,CARD
L001011,ST006,U02399,2026-02-01 20:42:00,2026-02-02 03:48:00,35.29,10305,membership
L007361,ST038,U02226,2026-06-09 02:15:00,2026-06-09 02:53:00,74.79,"23,933",APP
L002988,ST001,U02949,2026-04-20 04:50:00,2026-04-20 05:46:00,118.98,45212,card
L007994,ST017,U01047,2026-03-18 12:50:00,2026-03-18 17:20:00,22.97,6707,MEMBERSHIP
L005616,ST030,U00544,2026-01-22 14:05:00,2026-01-22 14:32:00,58.76,18803,APP
L004446,ST020,U00272,2026-06-16 03:39:00,2026-06-16 04:28:00,33.94,"10,861",MEMBERSHIP
L001117,ST020,U01878,2026-01-12 07:36:00,2026-01-12 08:25:00,-,8192,CARD
L005979,ST040,U01313,2026-06-01 15:45:00,2026-06-01 20:57:00,41.65,12162,CARD
L000378,ST001,U02997,2026-04-05 16:40:00,2026-04-05 17:37:00,83.51,31734,CARD
L010132,ST020,U02801,2026-02-23 07:11:00,2026-02-23 07:35:00,15.63,5002,CARD
L010001,ST018,U00985,2026-07-13 09:57:00,2026-07-13 16:04:00,33.89,9896,APP
L010027,ST019,U01145,2026-05-08 16:29:00,2026-05-08 17:04:00,72.47,25147,CARD
L004634,ST014,U01548,20260531152900,2026-05-31 16:07:00,23.32,"8,862",CARD
L005065,ST037,U02973,2026-03-08 11:53:00,2026-03-08 12:48:00,106.68,37018,CARD
L008569,ST040,U01973,2026-07-15 09:08:00,2026-07-15 16:21:00,51.83,15134,APP
L002681,ST016,U00148,2026-07-25 03:29:00,2026-07-25 08:37:00,25.64,6538,APP
L007342,ST027,U01008,2026-01-03 18:28:00,2026-01-04 00:32:00,27.87,8138,MEMBERSHIP
L001969,ST032,U01740,2026-03-22 07:17:00,2026-03-22 07:52:00,41.97,15949,MEMBERSHIP
L004862,ST017,U01634,2026-04-02 22:04:00,2026-04-03 04:38:00,27.79,8115,MEMBERSHIP
L011141,ST024,U00131,2026-06-08 03:26:00,2026-06-08 04:11:00,125.42,43521,CARD
L006196,ST022,U00336,2026-06-14 21:25:00,2026-06-14 21:54:00,50.92,17669,MEMBERSHIP
L009836,ST028,U01877,2026-01-10 00:45:00,2026-01-10 01:19:00,31.59,10109,APP
L002060,ST028,U02292,2026-06-30 17:54:00,2026-06-30 18:28:00,47.89,15325,APP
L001965,ST032,U02572,2026-01-14 08:44:00,2026-01-14 09:38:00,61.89,23518,CARD
L003111,ST016,U00841,2026-06-29 13:47:00,2026-06-29 17:37:00,22.86,5829,CARD
L011625,ST020,U00182,2026-03-13 21:09:00,2026-03-13 21:55:00,32.55,10416,APP
L004156,ST007,U01604,2026-02-10 11:28:00,2026-02-10 12:05:00,77.62,24838,MEMBERSHIP
L010544,ST040,U02534,2026-04-12 18:29:00,2026-04-13 02:25:00,61.04,17824,membership
L004663,ST040,U00728,2026/06/09 13:25:00,2026-06-09 20:51:00,57.1,16673,CARD
L002390,ST039,U02860,20260521085200,2026-05-21 09:41:00,26.29,9123,APP
L010304,ST032,U02709,2026-01-27 00:19:00,2026-01-27 01:19:00,61.67,23435,MEMBERSHIP
L002264,ST024,U02270,2026-04-19 20:53:00,2026-04-19 21:43:00,133.47,46314,APP
L000010,ST032,U02863,2026-07-04 19:25:00,2026-07-04 19:57:00,41.86,15907,CARD
L003241,ST023,U01622,2026-03-17 16:02:00,2026-03-17 16:44:00,29.24,9357,APP
L007164,ST006,U00887,20260208151900,2026-02-08 19:00:00,16.04,4684,CARD
L009183,ST017,U00731,2026-02-13 21:40:00,2026-02-14 04:09:00,26.52,7744,CARD
L008014,ST027,U00712,2026-03-05 22:46:00,2026-03-06 06:19:00,46.93,13704,membership
L004539,ST012,U01095,2026-03-25 00:45:00,2026-03-25 01:19:00,16.78,5370,MEMBERSHIP
L003678,ST001,U01171,2026-03-15 14:51:00,2026-03-15 15:49:00,97.84,"37,179",MEMBERSHIP
L009529,ST010,U02976,20260503164600,2026-05-03 23:42:00,34.97,10211,Card
L010170,ST014,U01922,2026-03-27 00:58:00,2026-03-27 01:38:00,24.61,9352,CARD
L001066,ST037,U01602,2026/02/22 08:17:00,2026-02-22 09:15:00,117.42,40745,CARD
L003993,ST002,U01044,2026-05-15 12:03:00,2026-05-15 14:40:00,20.12,5875,CARD
L002232,ST037,U00816,2026-07-12 03:48:00,2026-07-12 04:35:00,103.55,35932,APP
L011190,ST035,U01056,2026-03-25 12:27:00,2026-03-25 16:25:00,35.76,9119,CARD
L004060,ST021,U00518,2026-07-21 13:50:00,2026-07-21 18:22:00,20.44,5968,MEMBERSHIP
L008452,ST021,U01282,2026-04-18 03:35:00,2026-04-18 08:47:00,20.28,5922,CARD
L003185,ST027,U02469,2026-02-19 21:00:00,2026-02-20 02:08:00,31.67,9248,Card
L001922,ST021,U00481,20260706193900,2026-07-06 23:59:00,17.67,5160,MEMBERSHIP
L001490,ST023,U02100,2026-01-25 15:24:00,2026-01-25 16:04:00,22.9,7328,APP
L004866,ST039,U00081,2026-06-16 04:24:00,2026-06-16 04:46:00,14.55,5049,APP
L005489,ST003,U00404,2026/06/19 12:13:00,2026-06-19 13:10:00,109.01,34883,CARD
L003122,ST006,U02561,2026-07-12 16:05:00,2026-07-12 21:15:00,26.24,7662,CARD
L011008,ST018,U01831,20260505020200,2026-05-05 08:05:00,28.77,8401,CARD
L002058,ST039,U00862,20260221161900,2026-02-21 17:00:00,27.73,9622,MEMBERSHIP
L009659,ST002,U00110,2026-03-03 01:21:00,2026-03-03 04:51:00,32.02,9350,APP
L007724,ST013,U00566,2026-04-14 00:21:00,2026-04-14 01:12:00,130.2,41664,MEMBERSHIP
L007078,ST023,U00988,2026-02-10 09:49:00,2026-02-10 10:29:00,24.43,7818,MEMBERSHIP
L004158,ST033,U02677,2026-06-29 17:50:00,2026-06-29 18:49:00,116.6,37312,membership
L000876,ST005,U02879,2026-03-02 18:49:00,2026-03-02 19:41:00,112.79,36093,CARD
L000322,ST005,U00814,2026-02-03 08:15:00,2026-02-03 09:03:00,88.25,28240,CARD
L008321,ST031,U02356,2026-01-16 17:24:00,2026-01-16 18:08:00,73.41,27896,CARD
L007790,ST031,U00064,2026-04-21 00:07:00,2026-04-21 01:02:00,118.49,45026,MEMBERSHIP
L007680,ST007,U01068,2026-07-14 06:45:00,2026-07-14 07:05:00,29.77,9526,APP
L009941,ST019,U01401,2026-04-23 16:11:00,2026-04-23 17:11:00,123.46,,CARD
L006506,ST017,U01819,2026/07/05 06:17:00,2026-07-05 12:46:00,37.39,10918,APP
L007970,ST026,U01349,2026-02-02 02:04:00,2026-02-02 02:27:00,48.56,18453,CARD
L011492,ST011,U02087,2026-03-06 07:04:00,2026-03-06 08:01:00,119.3,38176,CARD
L001218,ST034,U02639,2026/01/05 04:09:00,2026-01-05 05:01:00,,45269,APP
L000953,ST031,U00533,2026-07-11 06:59:00,2026-07-11 07:20:00,29.89,11358,MEMBERSHIP
L002969,ST028,U00301,2026-07-10 13:33:00,2026-07-10 13:54:00,22.81,7299,CARD
L011025,ST015,U02006,20260102092500,2026-01-02 09:53:00,51.46,16467,membership
L005110,ST029,U02647,2026-02-27 23:39:00,2026-02-28 07:08:00,51.45,15023,MEMBERSHIP
L002197,ST029,U01794,2026-04-02 03:53:00,2026-04-02 10:00:00,50.96,14880,CARD
L004595,ST033,U02807,2026-02-18 22:24:00,2026-02-18 22:44:00,42.65,13648,MEMBERSHIP
L009519,ST006,U00151,2026/07/07 04:25:00,2026-07-07 10:30:00,24.6,7183,MEMBERSHIP
L005668,ST039,U01186,2026-04-15 14:15:00,2026-04-15 14:52:00,17.24,5982,MEMBERSHIP
L010377,ST029,U00700,2026-06-04 20:23:00,2026-06-05 04:02:00,60.84,17765,APP
L010549,ST007,U02240,20260112095100,2026-01-12 10:27:00,58.34,18669,APP
L002669,ST013,U01580,2026-05-01 00:12:00,2026-05-01 01:10:00,163.35,52272,MEMBERSHIP
L004891,ST037,U02800,2026-06-15 10:51:00,2026-06-15 11:48:00,112.49,39034,MEMBERSHIP
L006943,ST009,U02045,2026-01-06 20:29:00,2026-01-06 20:54:00,17.8,6177,APP
L009148,ST040,U01791,2026-07-23 03:26:00,2026-07-23 09:54:00,50.67,14796,MEMBERSHIP
L011270,ST038,U00159,2026-05-04 08:49:00,2026-05-04 09:47:00,107.19,34301,CARD
L007927,ST012,U00740,2026/01/24 00:14:00,2026-01-24 01:07:00,25.95,8304,CARD
L011724,ST018,U02081,20260623145300,2026-06-23 20:44:00,28.2,"8,234",CARD
L000854,ST016,U00475,20260620115700,2026-06-20 14:47:00,10.95,"2,792",MEMBERSHIP
L003520,ST038,U01060,2026-07-18 02:20:00,2026-07-18 02:48:00,64.66,20691,MEMBERSHIP
L004465,ST005,U02791,2026-04-27 05:54:00,2026-04-27 06:23:00,84.83,27146,MEMBERSHIP
L001702,ST014,U02004,20260709054300,2026-07-09 06:36:00,36.59,13904,CARD
L003413,ST028,U00227,2026/05/18 12:48:00,2026-05-18 13:43:00,6039.0,19325,APP
L007410,ST011,U00129,2026-05-25 10:10:00,2026-05-25 10:33:00,46.75,14960,CARD
L004414,ST020,U01342,2026-03-06 09:17:00,2026-03-06 08:27:00,39.44,12621,CARD
L001530,ST016,U02418,2026-06-14 14:44:00,2026-06-14 17:48:00,17.16,4376,app
L005422,ST039,U00072,2026-02-08 08:58:00,2026-02-08 09:35:00,18.21,6319,CARD
L011478,ST006,U00854,2026-01-01 07:26:00,2026-01-01 15:08:00,37.1,10833,app
L008714,ST026,U00271,20260425104900,2026-04-25 11:12:00,53.49,20326,CARD
L001074,ST032,U01134,2026-07-23 00:30:00,2026-07-23 01:03:00,37.6,14288,membership
L011720,ST011,U00567,2026-01-11 14:11:00,2026-01-11 14:54:00,69.47,22230,APP
L009334,ST018,U02039,2026-04-10 15:52:00,2026-04-10 19:53:00,19.46,5682,APP
L005248,ST010,U02619,2026-02-24 12:32:00,2026-02-24 18:56:00,36.86,10763,APP
L009628,ST015,U02795,2026-06-25 10:02:00,2026-06-25 10:47:00,95.5,30560,CARD
L000384,ST035,U00173,2026-06-04 16:04:00,2026-06-04 22:19:00,55.62,14183,MEMBERSHIP
L004445,ST028,U00698,2026-03-23 21:39:00,2026-03-23 22:15:00,4499.0,,CARD
L007773,ST033,U02126,2026/06/30 16:24:00,2026-06-30 16:45:00,40.12,12838,APP
L004436,ST019,U02618,2026-03-11 20:02:00,2026-03-11 20:27:00,57.26,19869,MEMBERSHIP
L004832,ST021,U01960,2026-05-20 08:40:00,2026-05-20 15:50:00,30.18,8813,CARD
L011206,ST010,U02731,2026-03-05 11:24:00,2026-03-05 17:50:00,31.1,9081,MEMBERSHIP
L002335,ST008,U00228,20260321190100,2026-03-22 00:25:00,21.47,5475,CARD
L006896,ST002,U02774,2026-03-10 09:46:00,2026-03-10 12:03:00,19.87,5802,MEMBERSHIP
L010699,ST035,U02747,2026/03/30 21:59:00,2026-03-31 03:20:00,38.23,9749,MEMBERSHIP
L001817,ST032,U00608,2026-05-30 01:17:00,2026-05-30 02:12:00,66.98,25452,CARD
L009464,ST005,U01392,20260402121400,2026-04-02 12:41:00,77.6,,APP
L002542,ST040,U01922,2026-03-22 17:26:00,2026-03-22 21:58:00,34.27,10007,MEMBERSHIP
L003173,ST032,U02852,2026-06-26 13:31:00,2026-06-26 13:55:00,32.19,,MEMBERSHIP
L009165,ST017,U02578,2026-01-26 01:36:00,2026-01-26 06:22:00,21.13,6170,APP
L011614,ST033,U00941,2026/01/19 17:17:00,2026-01-19 18:02:00,87.29,27933,Card
L009125,ST036,U00152,2026-03-15 01:56:00,2026-03-15 06:35:00,37.03,10813,CARD
L002385,ST010,U00518,2026-07-21 01:45:00,2026-07-21 05:00:00,16.66,4865,APP
L008999,ST039,U02549,2026-02-26 00:34:00,2026-02-26 01:16:00,20.26,7030,CARD
L002304,ST024,U02168,2026-05-10 03:14:00,2026-05-10 03:37:00,67.8,23527,CARD
L006821,ST019,U01777,2026/02/16 23:25:00,2026-02-17 00:02:00,85.65,29721,APP
L009270,ST029,U02231,2026-05-02 00:08:00,2026-05-02 07:40:00,73.63,21500,APP
L008574,ST033,U00739,2026-07-07 08:57:00,2026-07-07 09:57:00,114.8,36736,CARD
L006579,ST018,U02604,2026-04-06 21:08:00,2026-04-07 00:01:00,14.97,4371,APP
L003791,ST040,U02039,2026-02-03 12:24:00,2026-02-03 15:29:00,23.99,7005,app
L005372,ST024,U01772,2026-01-24 02:42:00,2026-01-24 03:35:00,99.46,34513,CARD
L010702,ST006,U00240,2026-05-06 13:04:00,2026-05-06 19:52:00,38.01,11099,membership
L003315,ST015,U02965,20260428204200,2026-04-28 21:08:00,54.49,17437,APP
L001896,ST029,U02408,2026-02-02 04:12:00,2026-02-02 11:40:00,64.59,18860,CARD
L000246,ST005,U00957,2026-04-17 09:01:00,2026-04-17 09:37:00,101.05,32336,MEMBERSHIP
L004444,ST022,U02057,2026-05-29 16:20:00,2026-05-29 17:05:00,65.86,22853,APP
L009955,ST035,U01852,2026-01-27 06:31:00,2026-01-27 12:29:00,36.89,9407,APP
L001599,ST020,U00041,20260213160400,2026-02-13 16:30:00,16.06,5139,CARD
L007871,ST008,U01691,2026-04-08 10:36:00,2026-04-08 16:35:00,25.18,6421,CARD
L008560,ST022,U01880,20260630023900,2026-06-30 03:11:00,61.02,21174,MEMBERSHIP
L011396,ST013,U00989,2026-05-17 06:05:00,2026-05-17 06:48:00,97.68,31258,APP
L007570,ST021,U02497,2026-05-03 17:56:00,2026-05-03 22:51:00,22.56,6588,APP
L011282,ST031,U02464,2026/05/22 04:23:00,2026-05-22 04:43:00,43.92,16690,CARD
L001374,ST017,U00357,2026/01/03 16:51:00,2026-01-03 19:57:00,15.94,4654,APP
L008955,ST035,U02406,2026-03-19 22:10:00,2026-03-20 05:23:00,65.61,16731,CARD
L007234,ST023,U01458,2026-01-01 00:55:00,2026-01-01 01:30:00,17.73,5674,app
L001844,ST014,U00482,20260412003700,2026-04-12 01:23:00,21.38,8124,MEMBERSHIP
L000024,ST030,U01935,2026-02-21 10:43:00,2026-02-21 11:24:00,100.16,32051,APP
L004347,ST034,U00097,2026-01-17 14:24:00,2026-01-17 14:44:00,37.09,14094,MEMBERSHIP
L000912,ST029,U02304,2026-02-24 03:50:00,2026-02-24 10:52:00,47.39,13838,CARD
L010466,ST005,U00397,2026-03-10 11:17:00,2026-03-10 12:14:00,107.47,34390,CARD
L007496,ST003,U01159,2026/05/17 23:41:00,2026-05-18 00:12:00,65.14,20845,CARD
L003342,ST005,U01832,20260316125200,2026-03-16 13:38:00,131.28,42010,CARD
L003465,ST014,U02559,2026/04/09 11:56:00,2026-04-09 12:29:00,18.58,7060,MEMBERSHIP
L008557,ST015,U00320,20260606050000,2026-06-06 05:24:00,37.4,11968,APP
L010687,ST010,U02964,2026-06-24 15:01:00,2026-06-24 18:49:00,15.48,,CARD
L003115,ST006,U00823,2026-07-19 12:14:00,2026-07-19 18:59:00,27.81,8121,CARD
L000417,ST012,U00340,2026-05-29 05:28:00,2026-05-29 06:09:00,28.39,9085,MEMBERSHIP
L008510,ST013,U02265,2026-01-18 04:31:00,2026-01-18 05:12:00,98.01,31363,CARD
L010143,ST018,U01943,2026/07/05 18:31:00,2026-07-05 22:36:00,16.81,4909,MEMBERSHIP
L011665,ST020,U02841,2026-02-16 04:59:00,2026-02-16 05:46:00,23.98,7674,MEMBERSHIP
L001691,ST026,U02887,20260413141100,2026-04-13 14:55:00,96.81,36788,MEMBERSHIP
L004289,ST019,U02679,2026/03/22 18:59:00,2026-03-22 19:58:00,176.28,61169,CARD
L000716,ST011,U00590,2026-06-16 21:37:00,2026-06-16 22:25:00,86.14,27565,CARD
L003979,ST033,U01032,2026-06-27 18:55:00,2026-06-27 19:46:00,112.23,35914,APP
L006972,ST001,U02435,2026-07-03 01:39:00,2026-07-03 02:19:00,87.67,33315,CARD
L004702,ST038,U02162,20260611011900,2026-06-11 01:44:00,66.04,21133,CARD
L005711,ST006,U02841,2026-05-29 13:24:00,2026-05-29 16:58:00,18.93,5528,MEMBERSHIP
L005974,ST014,U01538,2026-05-18 16:01:00,2026-05-18 16:33:00,20.29,7710,card
L005999,ST012,U02358,2026/07/06 15:32:00,2026-07-06 16:15:00,28.83,9226,APP
L001868,ST011,U01233,2026-02-08 12:36:00,2026-02-08 13:05:00,48.84,15629,CARD
L004723,ST007,U00114,2026-05-05 15:14:00,2026-05-05 16:11:00,83.41,26691,APP
L004732,ST019,U00148,2026-02-02 01:15:00,2026-02-02 01:35:00,59.86,20771,CARD
L009606,ST009,U02070,2026-06-11 20:33:00,2026-06-11 21:20:00,34.87,12100,CARD
L005000,ST039,U00298,2026/06/01 08:51:00,2026-06-01 09:13:00,13.12,4553,CARD
L000792,ST004,U00835,2026-06-08 13:33:00,2026-06-08 14:02:00,42.99,13757,CARD
L003383,ST017,U02934,2026-05-29 02:22:00,2026-05-29 09:34:00,38.31,11187,MEMBERSHIP
L006559,ST022,U00928,2026-04-04 20:40:00,2026-04-04 21:25:00,84.08,29176,APP
L008942,ST039,U01485,2026-01-09 00:45:00,2026-01-09 01:05:00,12.58,4365,CARD
L009167,ST021,U00183,2026/05/17 00:36:00,2026-05-17 06:13:00,34.17,9978,CARD
L010020,ST008,U01577,20260628062400,2026-06-28 10:36:00,26.3,6706,APP
L003774,ST039,U01191,2026/03/24 11:34:00,2026-03-24 12:22:00,27.09,9400,MEMBERSHIP
L005326,ST022,U00266,2026-03-14 20:10:00,2026-03-14 20:45:00,66.17,,CARD
L002924,ST036,U00743,2026-07-17 14:29:00,2026-07-17 19:02:00,41.78,12200,CARD
L002088,ST019,U01011,2026-06-17 07:24:00,2026-06-17 08:15:00,95.27,33059,membership
L007375,ST031,U00233,20260126084300,2026-01-26 09:23:00,81.09,30814,MEMBERSHIP
L008953,ST014,U01293,2026-06-24 19:39:00,2026-06-24 20:32:00,31.03,11791,Card
L005722,ST001,U01101,2026-01-24 15:12:00,2026-01-24 15:40:00,57.37,21801,APP
L000349,ST016,U02907,2026-04-02 11:59:00,2026-04-02 10:46:00,35.87,9147,MEMBERSHIP
L010309,ST014,U02766,2026/07/26 08:26:00,2026-07-26 09:00:00,17.76,6749,CARD
L009377,ST031,U01689,2026/02/18 14:36:00,2026-02-18 15:01:00,40.17,15265,CARD
L005163,ST035,U02736,2026-03-02 21:02:00,2026-03-02 23:18:00,21.15,5393,CARD
L001212,ST028,U02173,2026-01-17 02:31:00,2026-01-17 03:13:00,40.33,12906,APP
L003955,ST023,U02551,2026-02-07 07:28:00,2026-02-07 08:20:00,2572.0,8230,CARD
L007334,ST017,U01792,2026-06-18 01:07:00,2026-06-18 04:43:00,22.13,6462,CARD
L011441,ST025,U02213,2026-05-10 01:28:00,2026-05-10 04:59:00,14.3,4176,APP
L001363,ST008,U00012,2026-02-10 10:01:00,2026-02-10 13:20:00,20.09,5123,MEMBERSHIP
L009158,ST026,U01261,2026-04-30 13:08:00,2026-04-30 13:55:00,140.84,53519,MEMBERSHIP
L006211,ST011,U02761,2026-07-23 23:15:00,2026-07-23 23:55:00,78.97,25270,CARD
L002712,ST020,U00842,2026-03-12 21:45:00,2026-03-12 22:30:00,23.63,7562,CARD
L011296,ST009,U02606,2026-06-19 21:11:00,2026-06-19 21:58:00,30.82,10695,MEMBERSHIP
L008524,ST001,U00510,2026-05-19 14:00:00,2026-05-19 14:31:00,44.91,17066,MEMBERSHIP
L001304,ST033,U01973,2026-01-20 12:56:00,2026-01-20 13:41:00,67.67,21654,APP
L010712,ST037,U01033,2026-02-13 21:26:00,2026-02-13 21:46:00,35.52,12325,MEMBERSHIP
L004709,ST012,U00633,2026-04-15 00:14:00,2026-04-15 01:01:00,21.82,6982,MEMBERSHIP
L008438,ST024,U01937,2026/05/17 07:23:00,2026-05-17 08:05:00,81.23,28187,CARD
L007946,ST016,U00890,2026-07-28 02:49:00,2026-07-28 08:22:00,24.99,6372,APP
L011074,ST012,U00136,2026-05-13 16:35:00,2026-05-13 17:01:00,13.5,4320,APP
L007297,ST033,U00964,2026-05-17 23:07:00,2026-05-17 23:35:00,43.09,13789, APP 
L008871,ST014,U01230,2026-07-25 07:34:00,2026-07-25 08:13:00,25.24,9591,APP
L007784,ST012,U01307,2026-03-18 19:38:00,2026-03-18 20:24:00,30.78,9850,MEMBERSHIP
L007717,ST010,U00038,2026-06-05 16:36:00,2026-06-05 23:02:00,40.13,11718,MEMBERSHIP
L002336,ST007,U01993,2026-04-21 20:11:00,2026-04-21 20:34:00,41.37,13238,APP
L000292,ST028,U01831,2026-03-26 13:45:00,2026-03-26 14:15:00,30.27,9686,Card
L004547,ST009,U00645,2026-06-21 13:11:00,2026-06-21 13:44:00,17.22,5975,CARD
L003571,ST038,U01689,2026/07/03 10:51:00,2026-07-03 11:31:00,107.8,34496,CARD
L006123,ST032,U01699,2026/03/13 14:22:00,2026-03-13 14:52:00,30.19,11472,APP
L009190,ST030,U01960,2026-02-16 03:38:00,2026-02-16 04:01:00,49.91,15971,APP
L009084,ST024,U00622,2026-01-13 08:12:00,2026-01-13 08:56:00,84.39,29283,MEMBERSHIP
L007366,ST038,U00243,2026-05-12 13:48:00,2026-05-12 14:48:00,113.19,36221,MEMBERSHIP
L006227,ST002,U00920,2026/02/02 22:37:00,2026-02-03 06:17:00,56.88,16609,APP
L003608,ST010,U00823,2026-03-12 08:58:00,2026-03-12 12:22:00,15.37,4488,APP
L001139,ST040,U00530,2026-07-09 17:34:00,2026-07-09 21:41:00,-,10591,APP
L003581,ST021,U02063,2026/07/01 19:19:00,2026-07-02 03:04:00,33.34,9735,MEMBERSHIP
L009027,ST033,U01022,20260510170900,2026-05-10 17:34:00,52.16,16691,APP
L001317,ST023,U02178,2026-06-26 20:59:00,2026-06-26 21:57:00,31.18,9978,MEMBERSHIP
L011323,ST022,U02471,2026-02-20 15:12:00,2026-02-20 15:32:00,40.33,13995,CARD
L001954,ST033,U02831,2026-02-21 15:54:00,2026-02-21 16:53:00,87.53,28010,CARD
L008800,ST001,U02063,2026-03-06 10:21:00,2026-03-06 10:52:00,63.89,24278,MEMBERSHIP
L003113,ST015,U01277,2026-06-05 14:35:00,2026-06-05 15:16:00,72.16,23091,MEMBERSHIP
L010722,ST021,U01004,2026-03-05 14:20:00,2026-03-05 19:11:00,-,8445,MEMBERSHIP
L006099,ST019,U01998,2026-01-02 02:53:00,2026-01-02 03:30:00,105.52,36615,APP
L009975,ST010,U02902,2026-01-27 02:57:00,2026-01-27 06:39:00,14.47,4225,APP
L007567,ST003,U02589,2026/02/07 08:39:00,2026-02-07 09:25:00,89.21,28547,APP
L011476,ST020,U02183,2026-06-15 20:37:00,2026-06-15 21:09:00,17.8,5696,CARD
L003396,ST008,U02635,2026-04-09 15:12:00,2026-04-09 21:06:00,32.99,8412,CARD
L001982,ST031,U01583,2026-05-23 19:32:00,2026-05-23 20:16:00,76.91,29226,CARD
L001195,ST024,U00024,2026/04/16 14:41:00,2026-04-16 15:33:00,121.36,42112,CARD
L004175,ST019,U02801,2026-02-28 11:31:00,2026-02-28 12:11:00,100.75,34960,APP
L005556,ST027,U02789,2026-02-28 17:10:00,2026-03-01 00:32:00,38.44,,MEMBERSHIP
L008886,ST026,U00239,2026-01-08 18:07:00,2026-01-08 18:57:00,138.64,52683,CARD
L007890,ST037,U01560,2026-07-10 12:34:00,2026-07-10 13:19:00,100.61,34912,APP
L005772,ST029,U02894,2026/01/17 23:45:00,2026-01-18 06:58:00,N/A,14089,CARD
L006740,ST017,U01752,2026-05-13 02:57:00,2026-05-13 05:13:00,13.51,3945,MEMBERSHIP
L006345,ST033,U01725,2026-07-12 13:59:00,2026-07-12 14:58:00,96.29,,MEMBERSHIP
L006637,ST035,U00231,2026-01-21 14:43:00,2026-01-21 16:48:00,17.6,,CARD
L001827,ST033,U00692,20260130082000,2026-01-30 08:47:00,37.95,12144,card
L000102,ST034,U00080,2026-07-28 00:09:00,2026-07-28 00:41:00,91.51,34774,APP
L005529,ST025,U02084,2026-04-03 23:57:00,2026-04-04 05:11:00,24.18,7061,CARD
L003219,ST003,U02603,2026-01-09 05:15:00,2026-01-09 06:05:00,110.93,"35,498",APP
L000988,ST003,U02957,2026-03-14 08:46:00,2026-03-14 06:51:00,84.95,27184,CARD
L000490,ST038,U02329,2026-06-12 00:22:00,2026-06-12 00:42:00,59.85,19152,APP
L007805,ST028,U00350,2026-07-15 07:12:00,2026-07-15 07:51:00,56.1,,APP
L006701,ST005,U01346,2026-05-18 11:07:00,2026-05-18 11:33:00,62.95,20144,CARD
L004166,ST032,U02956,20260130160800,2026-01-30 16:52:00,47.56,18073,CARD
L006379,ST035,U01965,2026-06-19 05:13:00,2026-06-19 12:24:00,57.56,14678,APP
L010771,ST016,U02341,2026-06-04 04:18:00,2026-06-04 10:34:00,30.88,7874,APP
L008220,ST036,U00207,2026-06-04 00:10:00,2026-06-04 04:02:00,32.12,9379,MEMBERSHIP
L001001,ST032,U01949,2026-06-16 22:43:00,2026-06-16 23:19:00,51.52,19578,APP
L001145,ST020,U02231,2026-01-07 08:51:00,2026-01-07 09:19:00,16.51,5283,APP
L005913,ST040,U00816,2026-07-29 07:35:00,2026-07-29 13:05:00,42.28,12346,MEMBERSHIP
