code,fiscalYear,fiscalQuarter,revenue,operatingProfit,netIncome,totalAssets,totalEquity,announceDate
G0029,2024,1,189547695774,27121365834,24951656567,643232292401,426112190238,2024-05-14
G0029,2024,2,210941994942,23498660198,18731549071,662986868623,439198700105,2024-08-14
G0029,2024,3,209597864954,18917282061,14083930152,662640424257,438969196442,2024-11-14
G0029,2024,4,236147517346,27056044590,17167990232,648808867054,429806417763,2025-02-14
G0029,2025,1,192206887648,30297402764,20924278372,634292019023,420189665024,2025-05-14
G0029,2025,2,216810940130,19695820984,15270671767,632208741184,418809588039,2025-08-14
G0029,2025,3,201972746178,22158751355,14546939770,649526015597,430281496113,2025-11-14
G0029,2025,4,236244471053,24426887714,16400080147,633586550028,419722323844,2026-02-13
G0029,2026,1,187296097741,22493647436,19160732927,622449082451,412344257227,2026-05-14
G0029,2026,2,208707794654,24131807724,17349592374,613160679395,406191111907,2026-08-14
G0030,2023,3,733252134123,163713062296,150616017312,4161429227783,2011719215618,2023-11-14
G0030,2023,4,806228515880,238692427986,191809193174,4217166123857,2038663560629,2024-02-14
G0030,2024,1,682563026991,140626638211,105977359347,4318030156114,2087423277723,2024-05-14
G0030,2024,2,704341954132,174739668789,121237353131,4240188168392,2049792883474,2024-08-14
G0030,2024,3,678369535626,151989288689,124491321097,4166363468471,2014104527554,2024-11-14
G0030,2024,4,784128810200,251240248837,170767141943,4136868665766,1999846142245,2025-02-14
G0030,2025,1,663360344550,209779336493,192996989574,4077919383378,1971348864595,2025-05-14
G0030,2025,2,692737186003,185613984991,170764866192,4064087404947,1964662205931,2025-08-14
G0030,2025,3,728319171308,197954020506,182117698865,4109963949400,1986839857159,2025-11-14
G0030,2025,4,740384762320,221257985826,164024533575,4023046164984,1944822038876,2026-02-13
G0030,2026,1,705548762845,152887802493,109093161696,4085042815869,1974792476210,2026-05-14
G0030,2026,2,673091400852,216986229602,199627331234,4182034118408,2021680037282,2026-08-14
G0031,2023,3,4916387110,1244878862,1145288553,20992378800,11338708163,2023-11-14
G0031,2023,4,5233595007,1517330219,1395943801,21425455702,11572627942,2024-02-14
G0031,2024,1,4598906226,1354445920,1115642453,22069966806,11920750629,2024-05-14
G0031,2024,2,5338132458,1557623949,1216848125,21626261180,11681089909,2024-08-14
G0031,2024,3,5164093920,1647384200,1515593464,22216838927,12000081329,2024-11-14
G0031,2024,4,6127538236,1346021440,1238339724,22394179307,12095868988,2025-02-14
G0031,2025,1,5118991696,1370654816,1205219386,22243382596,12014418481,2025-05-14
G0031,2025,2,5225653805,1512071725,1192485524,21874032308,11814919645,2025-08-14
G0031,2025,3,5205896353,1648485961,1298469006,22477515230,12140881596,2025-11-14
G0031,2025,4,6156504867,1844240546,1696701302,22827851863,12330110500,2026-02-13
G0031,2026,1,5127237604,976156352,898063844,23400695267,12639522989,2026-05-14
G0031,2026,2,5255574273,1582714108,1456096979,22885828737,12361425810,2026-08-14
G0032,2023,3,99240107331,16169881965,11238874905,349621511176,156492225780,2023-11-14
G0032,2023,4,129155996325,18295875496,14124185019,355377292250,159068540344,2024-02-14
G0032,2024,1,102463262545,15251811951,13430921242,357919711875,160206539276,2024-05-14
G0032,2024,2,104610049599,18120371255,11790570748,357009322216,159799044601,2024-08-14
G0032,2024,3,101904650052,19226977523,16623217294,350197473079,156750029025,2024-11-14
G0032,2024,4,115418837686,16834915317,14865873738,342325213623,153226368825,2025-02-14
G0032,2025,1,106674984235,16380782692,10707777882,348510063792,155994736725,2025-05-14
G0032,2025,2,111172000144,14615128123,12637253001,346261748201,154988380138,2025-08-14
G0032,2025,3,103614154221,13320451998,10899965974,356888493390,159744961052,2025-11-14
G0032,2025,4,120681412336,13116421445,10644449660,348857814000,156150391347,2026-02-13
G0032,2026,1,106471178138,14116922303,12944837577,350314723971,156802511073,2026-05-14
G0032,2026,2,108774075917,19157096435,15139121198,348451671711,155968600157,2026-08-14
G0033,2023,3,34813308511,3497877792,2957259383,155528441786,92792806348,2023-11-14
G0033,2023,4,36200960407,3378439793,2350670044,155663932124,92873643836,2024-02-14
G0033,2024,1,30843589343,1841434302,1280343748,156110992991,93140373394,2024-05-14
G0033,2024,2,38111731819,2117571356,1729137048,161406319607,96299719759,2024-08-14
G0033,2024,3,35345487265,2995270984,2559228467,160685585418,95869708713,2024-11-14
G0033,2024,4,41844122882,3479719726,2481668984,162630910797,97030346594,2025-02-14
G0033,2025,1,36166466986,2787462150,2180550846,166120271174,99112200807,2025-05-14
G0033,2025,2,35292620257,2392741517,2039304591,167623829744,100009267720,2025-08-14
G0033,2025,3,36723621573,3525989431,2448148420,163657722653,97642972508,2025-11-14
G0033,2025,4,37541874897,3452616563,2515321409,161091754537,96112041060,2026-02-13
G0033,2026,1,33341688888,2334818657,1843485423,164407321389,98090204985,2026-05-14
G0033,2026,2,38064971773,3706606855,2939092356,168633280387,100611535427,2026-08-14
G0034,2023,3,29890917571,1428712384,903394577,68790454292,37766298393,2023-11-14
G0034,2023,4,34596213694,1664595834,855916884,69959960020,38408362801,2024-02-14
G0034,2024,1,30603954506,1292418831,875169661,71471116703,39237995266,2024-05-14
G0034,2024,2,31080697280,1913182064,1171841018,71875338603,39459915081,2024-08-14
G0034,2024,3,30309649372,1547907074,829708541,70882054485,38914597206,2024-11-14
G0034,2024,4,32821372704,1938312659,1083411126,73060885275,40110786046,2025-02-14
G0034,2025,1,30331911170,1438504352,912740891,72377726867,39735728714,2025-05-14
G0034,2025,2,30835284129,1454930360,936980949,73545337013,40376752438,2025-08-14
G0034,2025,3,30865131335,1284494082,908062512,76089319227,41773411210,2025-11-14
G0034,2025,4,36151821620,1290410978,960964564,75162679293,41264681320,2026-02-13
G0034,2026,1,32536911093,1829947449,1231010809,76901841175,42219489763,2026-05-14
G0034,2026,2,33663522937,1719643552,926671342,77057042018,42304695791,2026-08-14
G0035,2023,3,42232392853,6686495159,5054833171,144312718228,57348891579,2023-11-14
G0035,2023,4,48012250505,8257948630,7597312739,148320145950,58941416068,2024-02-14
G0035,2024,1,41641121601,5207942354,3944210751,148147397043,58872766829,2024-05-14
G0035,2024,2,41346738097,6656758439,6124217764,152885515453,60755662822,2024-08-14
G0035,2024,3,39085232203,7672411221,7058618324,150063297237,59634132520,2024-11-14
G0035,2024,4,46258108131,7462931110,6865896621,148745291926,59110366184,2025-02-14
G0035,2025,1,41113329993,4491191010,3277149052,149239559912,59306784916,2025-05-14
G0035,2025,2,44782682600,7140242530,5654866860,148888953045,59167456134,2025-08-14
G0035,2025,3,43733973196,4956479055,3746603985,148736100264,59106713480,2025-11-14
G0035,2025,4,45051283489,6117857682,4214560922,151499993607,60205065875,2026-02-13
G0035,2026,1,42189306556,8061095305,6754874949,148050612329,58834305242,2026-05-14
G0035,2026,2,42936011877,8024074933,6625717907,150766144175,59913439108,2026-08-14
G0036,2023,3,1908931943850,197033344148,126670438804,6399318512268,2677666367907,2023-11-14
G0036,2023,4,2002339809056,177862528575,91974586104,6434024902749,2692188560288,2024-02-14
G0036,2024,1,1749962835761,108774904518,74093335684,6531215889316,2732856177550,2024-05-14
G0036,2024,2,1881160870699,190280174821,106442306782,6483859029244,2713040650121,2024-08-14
G0036,2024,3,1790897360895,185037532559,122741802392,6673966517248,2792587312151,2024-11-14
G0036,2024,4,1921374098607,175824767136,104586120778,6508268340679,2723254236485,2025-02-14
G0036,2025,1,1818169973958,169180818894,84490987609,6541651198281,2737222623102,2025-05-14
G0036,2025,2,1796487378986,181449482750,125350196516,6466153786320,2705632246644,2025-08-14
G0036,2025,3,1824867683973,173689713315,91722854617,6596136323551,2760020830006,2025-11-14
G0036,2025,4,1984114597496,186123383033,112687941104,6607337207247,2764707614935,2026-02-13
G0036,2026,1,1771273915685,189550238595,117874079996,6559827797463,2744828256142,2026-05-14
G0036,2026,2,1819761044803,126137544718,73258855342,6532936375600,2733576080497,2026-08-14
G0037,2023,3,282346089003,33896180024,22487021142,1393105830985,765912601908,2023-11-14
G0037,2023,4,367667315484,31385266132,24558686894,1422867771430,782275353923,2024-02-14
G0037,2024,1,293830430637,36566569692,31274597071,1439212778574,791261639582,2024-05-14
G0037,2024,2,343675266725,42750845081,27164299934,1454762512776,799810693873,2024-08-14
G0037,2024,3,329245507374,26454727230,20034036859,1482861999063,815259448860,2024-11-14
G0037,2024,4,379096310918,48273584287,40084214960,1481204915333,814348404428,2025-02-14
G0037,2025,1,299615965367,40438610212,32909455607,1528134752477,840149856747,2025-05-14
G0037,2025,2,351321660448,34313834465,26603813776,1513075437599,831870429022,2025-08-14
G0037,2025,3,340404063939,43715863799,30559274108,1516676375118,833850180569,2025-11-14
G0037,2025,4,374465267446,44516914339,28991830307,1529910279216,841126019702,2026-02-13
G0037,2026,1,348149430307,36143386442,22240784782,1581774592177,869640386667,2026-05-14
G0037,2026,2,327883295185,39865029170,24332384728,1575494135421,866187468110,2026-08-14
G0038,2023,3,119641059525,23703095794,21584193046,874377126730,483490653491,2023-11-14
G0038,2023,4,130091701909,25458772167,23422070393,904428632367,500107764867,2024-02-14
G0038,2024,1,108931056270,16731593996,15316698169,900848454507,498128089873,2024-05-14
G0038,2024,2,113158363700,13284484286,12217895889,926435021747,512276294048,2024-08-14
G0038,2024,3,125764839386,18849701803,14802315281,927886320580,513078796081,2024-11-14
G0038,2024,4,134011023899,25585588700,23538741604,955968803168,528607127555,2025-02-14
G0038,2025,1,123793609934,22835320782,17969216230,934317128714,516634739543,2025-05-14
G0038,2025,2,122551599128,20162226612,15134457505,931177169782,514898485529,2025-08-14
G0038,2025,3,117097818503,22499423960,18478107839,917288583472,507218731032,2025-11-14
G0038,2025,4,123819791556,15891165640,11324762669,917568239819,507373368231,2026-02-13
G0038,2026,1,122299558482,14294622059,11666838225,945492974423,522814472269,2026-05-14
G0038,2026,2,122536653767,23566290912,18151982531,970389446923,536581085542,2026-08-14
G0039,2023,3,149750186712,20697059547,16822162642,489726588247,262874498687,2023-11-14
G0039,2023,4,168963109785,30249683282,20032706984,482257585552,258865301747,2024-02-14
G0039,2024,1,143205615084,14788014022,9856822562,482775421578,259143264775,2024-05-14
G0039,2024,2,144584286345,24757257770,16337286507,478341940851,256763469495,2024-08-14
G0039,2024,3,145179200640,19832322477,14181564172,474872944422,254901388245,2024-11-14
G0039,2024,4,144099386056,18198120221,15912443680,466012877928,250145498747,2025-02-14
G0039,2025,1,122320147382,19368574856,13384768574,458308446744,246009928954,2025-05-14
G0039,2025,2,130916218370,17825523978,13694951017,459763552673,246790997924,2025-08-14
G0039,2025,3,128737622071,13617516363,10398180065,459799316521,246810195174,2025-11-14
G0039,2025,4,152338594065,21207349458,18486026442,467917932489,251168090281,2026-02-13
G0039,2026,1,129692541599,18654662041,16872814971,468666043424,251569659833,2026-05-14
G0039,2026,2,148039848942,23708434890,21664505925,460245787514,247049851017,2026-08-14
G0040,2023,3,25290247898,4379467416,4029110023,137487208406,85052791553,2023-11-14
G0040,2023,4,29988903844,8562578986,6399429537,135523384784,83837924490,2024-02-14
G0040,2024,1,26529390892,4803625480,3921886608,138210649115,85500328837,2024-05-14
G0040,2024,2,25630506673,5864378382,4110392887,136754991491,84599825104,2024-08-14
G0040,2024,3,25652616419,7429236820,6568078606,134092251734,82952592229,2024-11-14
G0040,2024,4,27535782548,6621434024,5605869542,134885585024,83443366693,2025-02-14
G0040,2025,1,24061580114,7398454404,6806578052,136333832487,84339286328,2025-05-14
G0040,2025,2,25938493057,5515437164,5074202191,138678790687,85789932125,2025-08-14
G0040,2025,3,24675140396,5761406888,4571052064,136766947159,84607221159,2025-11-14
G0040,2025,4,29071800725,5259529546,4814013214,137559661272,85097612585,2026-02-13
G0040,2026,1,27660110969,5775872739,5313802920,140257687192,86766674302,2026-05-14
G0040,2026,2,28215129661,7925786738,5455355072,137825063086,85261796333,2026-08-14
G0041,2023,3,9831045685,2996803523,2000742718,51861030418,28681394984,2023-11-14
G0041,2023,4,10683074841,3600005705,1978437507,52732827799,29163536676,2024-02-14
G0041,2024,1,9687206526,2784651116,1615949435,53168349538,29404399053,2024-05-14
G0041,2024,2,9772140401,3695758327,2409643314,54723835310,30264650025,2024-08-14
G0041,2024,3,9915817617,2947559645,2085638018,54952562099,30391145841,2024-11-14
G0041,2024,4,11462922795,3879415260,2140072052,54155427435,29950295863,2025-02-14
G0041,2025,1,9289631383,2324319758,1557734195,53275574182,29463698923,2025-05-14
G0041,2025,2,9488263363,3637215386,2674368266,54967360801,30399330164,2025-08-14
G0041,2025,3,8909113745,3421693597,2149772075,53724436331,29711939124,2025-11-14
G0041,2025,4,10420460202,3486180432,2710953893,53328105952,29492751266,2026-02-13
G0041,2026,1,9517690924,2388445147,1494187098,52237705681,28889712711,2026-05-14
G0041,2026,2,9503344456,2112681015,1723208381,52755457359,29176051803,2026-08-14
G0042,2023,3,931429457169,99721346114,87940509534,3220101259303,2128814019501,2023-11-14
G0042,2023,4,1038215030156,106878326836,82393053656,3324263303017,2197675710827,2024-02-14
G0042,2024,1,866629671070,115634183807,99218052327,3279991231287,2168407374405,2024-05-14
G0042,2024,2,897047499876,139114508770,101142449475,3268054688469,2160516107128,2024-08-14
G0042,2024,3,856861832683,134292641540,123549230217,3224656407057,2131825434863,2024-11-14
G0042,2024,4,971940933745,103939362441,71591625801,3241651086032,2143060643928,2025-02-14
G0042,2025,1,783245805990,134884676295,115605585185,3187921227981,2107539750057,2025-05-14
G0042,2025,2,826706681242,81885494070,57134257251,3190096272584,2108977675474,2025-08-14
G0042,2025,3,902999591599,118329862926,90916365512,3248748160792,2147752531242,2025-11-14
G0042,2025,4,1043135990592,110691316018,84617601256,3304055700043,2184316432641,2026-02-13
G0042,2026,1,851553251087,110769298065,79155153419,3383223253176,2236654226837,2026-05-14
G0042,2026,2,962934567132,90017785917,64331588218,3461298557960,2288269933927,2026-08-14
G0043,2023,3,19004654243,5534504284,4011929416,86819156995,50869483801,2023-11-14
G0043,2023,4,18891466631,3567655800,2133542530,85296668685,49977420378,2024-02-14
G0043,2024,1,18103209297,3321158345,2847335788,88258827128,51713022014,2024-05-14
G0043,2024,2,18538876344,3961880184,2782656987,88565548307,51892737512,2024-08-14
G0043,2024,3,18823695320,3701223367,3000990558,86422600513,50637131585,2024-11-14
G0043,2024,4,19978264504,5387327427,3280222232,87371527592,51193131348,2025-02-14
G0043,2025,1,17460761717,3643138556,2362805937,89650685575,52528546181,2025-05-14
G0043,2025,2,19050742015,3836720704,3096534880,92723267951,54328847921,2025-08-14
G0043,2025,3,20132139184,4254743555,3676163469,91804857036,53790728331,2025-11-14
G0043,2025,4,21673440531,4134110155,2948846252,94164883817,55173526187,2026-02-13
G0043,2026,1,18567699555,4540563652,3317563024,96415933949,56492471938,2026-05-14
G0043,2026,2,20442398306,6796948686,4354203865,95815916303,56140906811,2026-08-14
G0044,2023,3,204644235173,13924887424,11723422090,712844343981,442537192197,2023-11-14
G0044,2023,4,239131754242,17463238351,12546208234,731056035475,453843097739,2024-02-14
G0044,2024,1,214485407996,21262003844,17800033330,743320387359,461456866288,2024-05-14
G0044,2024,2,219591956549,15552253199,12198968955,753160377701,467565579549,2024-08-14
G0044,2024,3,217430092396,16140399353,10860300322,762383680857,473291450444,2024-11-14
G0044,2024,4,257523505768,24359138045,13993239899,766739774004,475995733990,2025-02-14
G0044,2025,1,213966717223,19239907311,16357605847,786522928805,488277211499,2025-05-14
G0044,2025,2,244340386461,21188202046,16502883113,788745551208,489657026161,2025-08-14
G0044,2025,3,208838190077,17773977324,12761260409,775359800674,481347087944,2025-11-14
G0044,2025,4,248942439689,18401063385,13174699044,795153825143,493635313396,2026-02-13
G0044,2026,1,223036083446,14249745673,10697811725,797760932066,495253817894,2026-05-14
G0044,2026,2,226208300299,15072305877,8816942686,809682558895,502654821084,2026-08-14
G0045,2023,3,2040515440416,208777006636,171321538120,9024197508102,5036436931317,2023-11-14
G0045,2023,4,2256821405209,181384093501,159304165162,8801073317485,4911910521863,2024-02-14
G0045,2024,1,1955877456210,177906152839,143696598062,9099454550373,5078438155991,2024-05-14
G0045,2024,2,2166514969528,153407901290,125558951681,8985308338233,5014732746410,2024-08-14
G0045,2024,3,2109686339950,181770629796,146251073347,9241209823410,5157552281284,2024-11-14
G0045,2024,4,2448668281501,232247377310,185111104672,9433972214756,5265133661886,2025-02-14
G0045,2025,1,2055058999558,224064310363,206139165534,9707762521876,5417937012320,2025-05-14
G0045,2025,2,2385045876367,199112389044,157506282640,9973247339918,5566105039570,2025-08-14
G0045,2025,3,2233084027980,221341691938,173918695717,9805229655725,5472333768604,2025-11-14
G0045,2025,4,2613593733128,272275837317,205630795015,10027560967594,5596417669591,2026-02-13
G0045,2026,1,2253021798982,214119181336,161004982484,10022647984240,5593675715996,2026-05-14
G0045,2026,2,2432321342741,251997273661,204925261000,9820031065968,5480594488643,2026-08-14
G0046,2023,3,53905692121,12608165628,5885836846,196810731385,70017443385,2023-11-14
G0046,2023,4,56063914779,8943708646,4249235281,196187576327,69795749560,2024-02-14
G0046,2024,1,51581960807,12146650509,4963555257,197064593489,70107757442,2024-05-14
G0046,2024,2,49278983630,10185185422,4859178497,198327820350,70557163399,2024-08-14
G0046,2024,3,54536531765,9422351724,4356546386,198719380625,70696464997,2024-11-14
G0046,2024,4,53606217999,11344294718,5130869085,194499960373,69195362814,2025-02-14
G0046,2025,1,47923159762,8233124889,4060537145,191192120712,68018564808,2025-05-14
G0046,2025,2,49837456408,8188261207,3322726964,190487601467,67767924835,2025-08-14
G0046,2025,3,48673926237,7297307810,4025509620,186349006157,66295576957,2025-11-14
G0046,2025,4,54639600724,10220232206,4941766570,188903065641,67204209906,2026-02-13
G0046,2026,1,45996749746,7390448518,4078025939,192754571870,68574422889,2026-05-14
G0046,2026,2,53154413438,10613469269,5085568558,199407056743,70941112854,2026-08-14
G0047,2023,3,54506743244,3192760363,2628011852,222722119233,117753021708,2023-11-14
G0047,2023,4,62340354352,2687349496,2294059094,223174272663,117992074896,2024-02-14
G0047,2024,1,57068404131,2972704362,2250161408,220260111266,116451359895,2024-05-14
G0047,2024,2,57433335403,4073242895,2605670957,221373768928,117040149887,2024-08-14
G0047,2024,3,56845813232,4042562716,3170620091,223281597208,118048817305,2024-11-14
G0047,2024,4,67019436270,4067303029,2596676501,227188387762,120114334616,2025-02-14
G0047,2025,1,58521563092,2972260491,2615844112,234583277746,124024007547,2025-05-14
G0047,2025,2,66775742902,3550424778,2469454094,238212955357,125943015448,2025-08-14
G0047,2025,3,65223667116,2646592189,2259623718,235427146846,124470160524,2025-11-14
G0047,2025,4,71193838085,5030309570,3634511071,241418524755,127637797647,2026-02-13
G0047,2026,1,57156745952,3257616217,2777061312,238204459302,125938523590,2026-05-14
G0047,2026,2,64714006702,4248688285,2994102721,233159577494,123271298264,2026-08-14
G0048,2023,3,445900301767,29647238295,17063580971,1410243675398,528882827080,2023-11-14
G0048,2023,4,510833467716,26864946465,11315207575,1380675429619,517793865865,2024-02-14
G0048,2024,1,437275551711,26974469524,14028719160,1346940919126,505142432931,2024-05-14
G0048,2024,2,434111973486,40089392966,21062510607,1384255615627,519136540844,2024-08-14
G0048,2024,3,411316031533,35277168756,15694382467,1362718380849,511059444797,2024-11-14
G0048,2024,4,494074602137,32312479031,15268826929,1403446079951,526333528997,2025-02-14
G0048,2025,1,415796350846,27593062343,14024012373,1440033892681,540055034132,2025-05-14
G0048,2025,2,505088379166,40041660266,20010593904,1482773625340,556083690053,2025-08-14
G0048,2025,3,497444069687,39783323029,23586432115,1494092879949,560328743218,2025-11-14
G0048,2025,4,498687983803,30350684485,15110428644,1484589304642,556764623156,2026-02-13
G0048,2026,1,479233032224,31294947885,13496966472,1484321388971,556664146905,2026-05-14
G0048,2026,2,454963149133,33886709739,19580090592,1473944223319,552772404788,2026-08-14
G0049,2023,3,620024503902,229811835675,158702104814,3429688226070,2004708282148,2023-11-14
G0049,2023,4,666953845345,245961904393,152021783061,3423261658417,2000951849332,2024-02-14
G0049,2024,1,542567084839,151805817070,75463261824,3339777653100,1952154096926,2024-05-14
G0049,2024,2,606117414302,232996468772,152168403031,3391362472814,1982306259017,2024-08-14
G0049,2024,3,625571363330,220571162002,147853940260,3418560327819,1998203845500,2024-11-14
G0049,2024,4,694223060807,156438860920,106888728647,3378805281557,1974966377473,2025-02-14
G0049,2025,1,572526486172,185623318137,102634041279,3389605006608,1981278991572,2025-05-14
G0049,2025,2,599407327702,153995702507,85547494067,3353909240923,1960414238746,2025-08-14
G0049,2025,3,560570663384,128409726935,81178744669,3451325955678,2017355885338,2025-11-14
G0049,2025,4,646870751290,221061059612,150352883219,3408569253887,1992363901068,2026-02-13
G0049,2026,1,563867583241,212952088242,117667853591,3430155965467,2004981683396,2026-05-14
G0049,2026,2,552513062432,207520283051,114985505128,3347704177332,1956787278640,2026-08-14
G0050,2023,3,25552455635,4609718870,3646350580,93888329949,36557803334,2023-11-14
G0050,2023,4,26068852572,3529320744,2833880029,92016217339,35828848791,2024-02-14
G0050,2024,1,23799424192,3927485402,3294260483,94975769454,36981225494,2024-05-14
G0050,2024,2,28086076418,4041107381,3717818791,96707295886,37655439242,2024-08-14
G0050,2024,3,25027185352,2615954833,2406678447,97628114169,38013983203,2024-11-14
G0050,2024,4,29072632197,5193248234,4082838058,95556394969,37207306770,2025-02-14
G0050,2025,1,26927284323,4267103074,3809786909,98691619218,38428085876,2025-05-14
G0050,2025,2,27204279630,3272324151,2713154314,98113064887,38202811068,2025-08-14
G0050,2025,3,27259568740,3403640617,2490503924,98546798059,38371696083,2025-11-14
G0050,2025,4,30242691122,4392360689,3899463848,99492040467,38739750197,2026-02-13
G0050,2026,1,25167596602,3543287633,3025665767,101594269724,39558306495,2026-05-14
G0050,2026,2,26843467888,4356033426,3380571818,100897900521,39287157477,2026-08-14
G0051,2023,3,196739474901,9567511656,5902801183,432298946101,244659385150,2023-11-14
G0051,2023,4,218308401364,8907324069,6719348282,440952786647,249557022136,2024-02-14
G0051,2024,1,189174691655,6244282325,4080928599,452041032981,255832409932,2024-05-14
G0051,2024,2,196813800418,6979832080,4849911671,458634689021,259564086465,2024-08-14
G0051,2024,3,195789199894,8116734668,7409606183,470744148684,266417429464,2024-11-14
G0051,2024,4,233800217678,10062480806,8774579041,486639742759,275413533452,2025-02-14
G0051,2025,1,221896576599,7169805928,5518897581,501651708811,283909548576,2025-05-14
G0051,2025,2,243127649928,10199794524,9145236832,515867343595,291954880394,2025-08-14
G0051,2025,3,216772438708,10745817483,6931950461,529667566772,299765110207,2025-11-14
G0051,2025,4,273118109806,9925918269,7430970873,546912074916,309524631478,2026-02-13
G0051,2026,1,218624073542,6583910890,4421587972,543996729765,307874693262,2026-05-14
G0051,2026,2,259659556440,13031967003,10338434810,544498609287,308158731741,2026-08-14
G0052,2023,3,878997240161,88908519318,61539772656,3434093503273,1879542750279,2023-11-14
G0052,2023,4,893322830449,94752232788,67716829144,3359168662643,1838535002270,2024-02-14
G0052,2024,1,808262024947,122115242707,90826040796,3299333064014,1805785874879,2024-05-14
G0052,2024,2,837034087950,138575429046,107515232386,3307979790973,1810518388118,2024-08-14
G0052,2024,3,866186521638,92211069675,69351182657,3367743607246,1843228227701,2024-11-14
G0052,2024,4,1000591044255,140221273696,98795388067,3442846400506,1884333372469,2025-02-14
G0052,2025,1,779973738743,121956971809,67097835728,3394455110240,1857847926249,2025-05-14
G0052,2025,2,872637120833,87518837913,54041704266,3316454891555,1815156967074,2025-08-14
G0052,2025,3,798548982856,123935910398,89686209214,3387257340382,1853908453971,2025-11-14
G0052,2025,4,961725822751,158437049130,111892685626,3445716709512,1885904345560,2026-02-13
G0052,2026,1,831372042421,116079384787,64174108741,3456449710660,1891778715165,2026-05-14
G0052,2026,2,858841958147,148261952784,91609384719,3440415125892,1883002691004,2026-08-14
G0053,2023,3,121665797742,4921254493,3561067114,307876978473,162737249294,2023-11-14
G0053,2023,4,125610116163,5333822225,4322362414,301392996920,159309953990,2024-02-14
G0053,2024,1,108648738934,4624927646,3649483242,311323569639,164559044378,2024-05-14
G0053,2024,2,112095181082,4482460404,3374689161,307356466409,162462117643,2024-08-14
G0053,2024,3,122444094287,6819991943,4583911386,310730336825,164245474078,2024-11-14
G0053,2024,4,129537154895,7499706316,4902714889,307391438715,162480603263,2025-02-14
G0053,2025,1,110563358676,3554067350,2995687492,306231619632,161867547463,2025-05-14
G0053,2025,2,115923873088,6278350048,4987798203,309232157002,163453567959,2025-08-14
G0053,2025,3,114677012505,5088125078,3244211761,314999228549,166501919819,2025-11-14
G0053,2025,4,141841568828,4590995471,3656312755,310417805956,164080276881,2026-02-13
G0053,2026,1,110315360817,5621289898,3319609803,306394967033,161953889439,2026-05-14
G0053,2026,2,124896821364,4601918647,3999228588,308790635647,163220189123,2026-08-14
G0054,2023,3,111715186136,45694033008,23827013984,557186596581,298734247314,2023-11-14
G0054,2023,4,125776394672,45449426693,28478378797,561595096856,301097854083,2024-02-14
G0054,2024,1,107348373640,32443661322,18515016998,567134882789,304067996924,2024-05-14
G0054,2024,2,116594451521,49155067531,26201425309,585332260698,313824477116,2024-08-14
G0054,2024,3,111281314454,28305952279,15485774359,602143401115,322837729427,2024-11-14
G0054,2024,4,121395914340,44954940932,28419366420,600652023356,322038130845,2025-02-14
G0054,2025,1,115500855739,35362522648,19467654416,610655039828,327401223954,2025-05-14
G0054,2025,2,121795785499,31863349852,22174615659,595706803981,319386763427,2025-08-14
G0054,2025,3,116430703352,44597238144,25382549707,597068924998,320117061319,2025-11-14
G0054,2025,4,130782018295,39145102920,21708978028,601541208984,322514865571,2026-02-13
G0054,2026,1,104967280598,38530586593,21137208029,600362105816,321882692257,2026-05-14
G0054,2026,2,114880630800,39112584811,22609012779,611357702430,327777954810,2026-08-14
G0055,2023,3,53871532890,4356832366,2235121771,198692044017,115231682508,2023-11-14
G0055,2023,4,63759542062,5621240344,2904042907,204994186832,118886617579,2024-02-14
G0055,2024,1,52619281178,3103818315,1483175738,199945415784,115958576925,2024-05-14
G0055,2024,2,54865154318,4278851224,2615111526,195654511999,113470062273,2024-08-14
G0055,2024,3,55436375187,3491696254,1917953017,196419599078,113913775417,2024-11-14
G0055,2024,4,62502134271,4375111740,2396176957,194054114506,112541909883,2025-02-14
G0055,2025,1,55848902847,3857933766,2348432100,199810799610,115880506118,2025-05-14
G0055,2025,2,57645291849,4646734815,2453355475,200533480818,116299625927,2025-08-14
G0055,2025,3,57601199165,2863442467,1569376085,198082551894,114878206841,2025-11-14
G0055,2025,4,61037204280,3392739599,2205949883,201317862935,116754529250,2026-02-13
G0055,2026,1,53354227177,4627215587,2825112569,204486086525,118591944214,2026-05-14
G0055,2026,2,56965763683,5145850087,3284701518,200894599476,116509057114,2026-08-14
G0056,2023,3,114837381421,7810625021,4797920248,321078340307,161490640409,2023-11-14
G0056,2023,4,145737124576,8712679231,6572519420,331820721640,166893664603,2024-02-14
G0056,2024,1,119285847055,9642061583,7667782984,329314463725,165633108705,2024-05-14
G0056,2024,2,129577727444,6834095427,4795260161,332760047445,167366111065,2024-08-14
G0056,2024,3,127986793326,11368284493,8403037904,338409664969,170207661670,2024-11-14
G0056,2024,4,135111023149,11164219112,6766542357,336539706424,169267141039,2025-02-14
G0056,2025,1,125120180657,8089721082,6432405860,331448977983,166706691165,2025-05-14
G0056,2025,2,130600723854,8825221151,5527398690,342192736628,172110408097,2025-08-14
G0056,2025,3,140957760442,9190629709,5226824448,348667908143,175367182109,2025-11-14
G0056,2025,4,139410593512,7670012090,4675956130,350210280525,176142938903,2026-02-13
G0056,2026,1,134538621497,11489007666,8079614363,346568460315,174311236779,2026-05-14
G0056,2026,2,134338532241,11478743769,7232876152,347934213733,174998160705,2026-08-14
G0057,2023,3,32736089714,4144416554,2861445730,147160483191,86574641396,2023-11-14
